"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1400000US53029971900","Census Tract 9719; Island County; Washington","4067",
"1400000US53029972000","Census Tract 9720; Island County; Washington","4275",
"1400000US53029972100","Census Tract 9721; Island County; Washington","3889",
"1400000US53029992201","Census Tract 9922.01; Island County; Washington","0",
"1400000US53031950202","Census Tract 9502.02; Jefferson County; Washington","1936",
"1400000US53031950301","Census Tract 9503.01; Jefferson County; Washington","3764",
"1400000US53031950302","Census Tract 9503.02; Jefferson County; Washington","3071",
"1400000US53031950400","Census Tract 9504; Jefferson County; Washington","4332",
"1400000US53031950501","Census Tract 9505.01; Jefferson County; Washington","4724",
"1400000US53031950502","Census Tract 9505.02; Jefferson County; Washington","2653",
"1400000US53031950602","Census Tract 9506.02; Jefferson County; Washington","3591",
"1400000US53031950603","Census Tract 9506.03; Jefferson County; Washington","3306",
"1400000US53031950604","Census Tract 9506.04; Jefferson County; Washington","3483",
"1400000US53031950702","Census Tract 9507.02; Jefferson County; Washington","2117",
"1400000US53031990000","Census Tract 9900; Jefferson County; Washington","0",
"1400000US53033000101","Census Tract 1.01; King County; Washington","3759",
"1400000US53033000102","Census Tract 1.02; King County; Washington","4321",
"1400000US53033000201","Census Tract 2.01; King County; Washington","4416",
"1400000US53033000202","Census Tract 2.02; King County; Washington","4099",
"1400000US53033000300","Census Tract 3; King County; Washington","2820",
"1400000US53033000402","Census Tract 4.02; King County; Washington","5174",
"1400000US53033000403","Census Tract 4.03; King County; Washington","3074",
"1400000US53033000404","Census Tract 4.04; King County; Washington","4067",
"1400000US53033000500","Census Tract 5; King County; Washington","3400",
"1400000US53033000601","Census Tract 6.01; King County; Washington","4074",
"1400000US53033000602","Census Tract 6.02; King County; Washington","4006",
"1400000US53033000700","Census Tract 7; King County; Washington","5204",
"1400000US53033000800","Census Tract 8; King County; Washington","2693",
"1400000US53033000900","Census Tract 9; King County; Washington","2076",
"1400000US53033001000","Census Tract 10; King County; Washington","2012",
"1400000US53033001100","Census Tract 11; King County; Washington","2711",
"1400000US53033001201","Census Tract 12.01; King County; Washington","3781",
"1400000US53033001202","Census Tract 12.02; King County; Washington","3880",
"1400000US53033001300","Census Tract 13; King County; Washington","5085",
"1400000US53033001400","Census Tract 14; King County; Washington","5298",
"1400000US53033001500","Census Tract 15; King County; Washington","2679",
"1400000US53033001600","Census Tract 16; King County; Washington","4504",
"1400000US53033001701","Census Tract 17.01; King County; Washington","4252",
"1400000US53033001702","Census Tract 17.02; King County; Washington","5327",
"1400000US53033001800","Census Tract 18; King County; Washington","5109",
"1400000US53033001900","Census Tract 19; King County; Washington","4959",
"1400000US53033002000","Census Tract 20; King County; Washington","3723",
"1400000US53033002100","Census Tract 21; King County; Washington","4423",
"1400000US53033002200","Census Tract 22; King County; Washington","5948",
"1400000US53033002400","Census Tract 24; King County; Washington","3217",
"1400000US53033002500","Census Tract 25; King County; Washington","3155",
"1400000US53033002600","Census Tract 26; King County; Washington","5355",
"1400000US53033002700","Census Tract 27; King County; Washington","5876",
"1400000US53033002800","Census Tract 28; King County; Washington","4956",
"1400000US53033002900","Census Tract 29; King County; Washington","4690",
"1400000US53033003000","Census Tract 30; King County; Washington","6493",
"1400000US53033003100","Census Tract 31; King County; Washington","6545",
"1400000US53033003201","Census Tract 32.01; King County; Washington","4724",
"1400000US53033003202","Census Tract 32.02; King County; Washington","4781",
"1400000US53033003301","Census Tract 33.01; King County; Washington","4351",
"1400000US53033003302","Census Tract 33.02; King County; Washington","3466",
"1400000US53033003400","Census Tract 34; King County; Washington","3560",
"1400000US53033003500","Census Tract 35; King County; Washington","4210",
"1400000US53033003601","Census Tract 36.01; King County; Washington","3838",
"1400000US53033003602","Census Tract 36.02; King County; Washington","4574",
"1400000US53033003800","Census Tract 38; King County; Washington","2469",
"1400000US53033003900","Census Tract 39; King County; Washington","3041",
"1400000US53033004000","Census Tract 40; King County; Washington","3308",
"1400000US53033004101","Census Tract 41.01; King County; Washington","3914",
"1400000US53033004102","Census Tract 41.02; King County; Washington","4198",
"1400000US53033004201","Census Tract 42.01; King County; Washington","3959",
"1400000US53033004202","Census Tract 42.02; King County; Washington","4441",
"1400000US53033004301","Census Tract 43.01; King County; Washington","3943",
"1400000US53033004302","Census Tract 43.02; King County; Washington","3920",
